State,District,Population Rural,Population Urban,Children Received Polio Birth Rural,Children Received Polio Birth Urban,Children Did Not Receive Any Vaccination Rural,Children Did Not Receive Any Vaccination Urban,Children Received Measles Vaccine Rural,Children Received Measles Vaccine Urban,Children Fully Immunized Rural,Children Fully Immunized Urban,Children Received Bcg Rural,Children Received Bcg Urban,Diarrhoea Dysentery Male Rural,Diarrhoea Dysentery Male Urban,Diarrhoea Dysentery Female Rural,Diarrhoea Dysentery Female Urban,Respiratory Infection Male Rural,Respiratory Infection Male Urban,Respiratory Infection Female Rural,Respiratory Infection Female Urban,Fever Male Rural,Fever Male Urban,Fever Female Rural,Fever Female Urban,Acute Illness Male Rural,Acute Illness Male Urban,Acute Illnes Female Rural,Acute Illness Female Urban,Acute Illness And Treatment From Any Source Rural,Acute Illness And Taking Treatment From Any Source Urban,Acute Illness And Taking Treatment From Any Source Male Rural,Acute Illness And Taking  Treatment From Any Source  Male Urban,Acute Illness And Taking Treatment From Any Source Female Rural,Acute Illness And Taking Treatment From Any Source Female Urban,Acute Illness And Taking Treatment From Government Source Person Rural,Acute Illness And Taking Treatment From Government Person Urban,Acute Illness And Taking Treatment From Government Male Rural,Acute Illness And Taking Treatment From Government Sourc Male Urban,Acute Illness An Taking Treatment From Governmen FemaleRural,Acute Illness And Taking Treatment From Government Female Urban,Women Aware Of Hiv And Aids Rural,Women Aware Of Hiv And Aids Urban,Women Aware Of Rti And Sti Rural,Women Aware Of Rti And Sti Urban,Women Aware Of Haf Ors And Ort And Zinc And Rural,Women Aware Of Haf Ors And Ort And Zinc And Urban,Women Aware Of Ari And  Pneumonia Rural,Women Aware Of Ari And  Pneumonia Urban
Madhya Pradesh,Panna,23106,5539,80.6,90.9,6.2,6.5,71.2,67.5,37.2,46.8,92.8,93.5,1326.89,1107.14,1395.22,828.0,1716.0,1428.57,1755.99,1091.46,5377.29,2178.57,6137.98,2747.46,8606.2,5000.0,9556.8,4892.74,96.5,94.1,96.5,92.9,96.4,95.4,38.0,30.3,36.3,33.8,39.6,26.6,37.9,58.3,38.3,57.6,98.4,99.0,85.4,95.0
Madhya Pradesh,Raisen,19755,8127,81.1,96.6,4.3,2.0,85.9,89.7,53.8,50.7,95.0,98.0,1260.13,1254.36,1245.25,1072.67,3394.3,3507.55,3571.71,3915.26,2341.47,7317.07,2927.2,7401.45,7084.94,12078.98,7788.98,12443.01,97.2,99.6,97.2,99.8,97.2,99.4,17.5,23.5,18.4,22.7,16.5,24.3,49.9,78.5,45.2,71.0,92.9,98.1,85.5,93.8
Madhya Pradesh,Rajgarh,29816,7258,87.2,94.5,2.8,1.8,86.0,94.1,74.5,84.9,96.6,97.8,630.67,700.81,448.4,583.94,2157.87,1159.03,2739.11,1459.85,2794.13,2479.78,3416.15,3474.45,8032.86,6010.78,9264.27,7766.42,72.2,82.2,70.7,82.1,73.6,82.3,24.7,29.9,24.5,27.9,24.9,31.5,58.8,76.2,81.5,90.1,97.0,99.8,93.5,97.9
Madhya Pradesh,Ratlam,23036,22477,92.1,95.2,2.7,1.1,91.8,95.1,78.7,87.6,97.3,98.4,521.34,244.69,452.91,166.14,1342.22,3189.72,1301.5,3285.95,3009.27,1765.27,3277.48,2344.47,5188.42,5391.94,5414.44,6138.08,99.4,99.5,99.0,99.5,99.8,99.5,39.6,27.0,38.9,27.5,40.4,26.6,70.5,90.1,91.0,95.4,97.1,99.3,97.1,99.0
Madhya Pradesh,Rewa,27490,6424,89.5,93.6,2.2,1.2,86.0,90.1,59.5,70.3,97.0,98.8,1401.36,364.19,1119.34,401.74,831.25,940.82,634.87,1138.27,12068.08,8012.14,15791.58,8570.47,14492.3,9377.85,17796.11,10177.44,98.5,98.7,98.2,98.7,98.7,98.7,15.7,11.2,17.4,10.2,14.3,12.3,65.2,91.5,64.8,62.4,99.9,100.0,95.2,97.1
Madhya Pradesh,Sagar,26575,15154,72.3,91.4,5.5,4.5,74.0,85.7,49.8,69.3,92.7,95.5,2075.13,1207.61,2198.44,1380.75,1554.67,989.21,1648.31,850.77,4026.58,5190.13,4496.79,6513.25,8574.97,9840.7,9196.88,11743.38,95.8,97.8,96.5,97.9,95.1,97.6,10.3,6.4,11.2,6.8,9.3,6.1,61.9,89.5,69.8,79.5,99.9,99.8,97.4,97.9
Madhya Pradesh,Satna,47229,17307,80.2,87.0,3.7,2.5,80.7,88.6,50.1,67.5,94.2,97.3,709.93,368.76,821.84,386.29,1102.39,1184.49,1233.21,1433.02,5867.02,6168.29,6372.82,7376.95,7883.86,7844.45,8705.74,9420.56,98.2,99.7,98.2,99.6,98.2,99.7,20.0,13.8,20.6,14.0,19.3,13.7,44.0,74.8,90.7,92.2,97.5,96.3,100.0,99.9
Madhya Pradesh,Sehore,22458,5841,85.2,93.7,4.9,2.1,86.7,93.3,77.5,78.2,94.9,97.9,243.24,95.97,251.81,299.07,1562.99,2015.36,1681.84,2766.36,3090.1,1823.42,4014.49,2317.76,5707.27,5214.33,6899.96,6579.44,71.0,87.6,72.5,92.6,69.7,83.0,22.5,57.9,24.2,52.3,20.9,63.7,74.3,83.5,88.6,91.5,96.7,94.5,92.6,95.2
Madhya Pradesh,Seoni,31112,4476,81.7,93.5,2.8,0.0,90.7,93.5,63.5,83.9,96.7,100.0,961.26,347.98,1238.98,323.48,5312.28,4828.19,5838.88,5083.18,10726.48,8568.94,11749.09,7624.77,18921.21,15484.99,20485.72,15388.17,99.4,99.0,99.5,99.2,99.4,98.8,34.6,15.5,32.1,11.3,37.0,20.1,57.0,88.5,83.5,92.0,98.4,100.0,99.3,99.9
Madhya Pradesh,Shahdol,22245,9078,74.4,80.8,8.3,7.5,83.2,82.2,50.9,39.7,91.7,92.5,430.85,552.25,445.97,515.71,2288.03,870.86,2090.63,1031.41,13800.07,2931.18,14528.18,3117.67,17210.68,4354.29,18157.05,4688.23,99.4,99.3,99.3,99.0,99.5,99.5,25.7,47.5,25.3,50.7,26.1,44.2,57.2,81.5,64.2,52.2,94.8,96.0,80.6,92.6
Madhya Pradesh,Shajapur,42527,12443,93.7,92.4,1.5,3.1,91.3,90.0,75.0,84.1,98.2,96.5,141.09,156.35,138.66,151.52,1135.1,1891.81,1183.37,2760.94,3725.81,3736.71,4299.67,2811.45,5389.41,6050.66,6010.65,6010.1,98.0,98.3,97.6,98.2,98.4,98.3,19.7,23.3,21.6,25.0,17.9,21.4,75.6,96.0,74.4,95.4,98.0,99.3,95.4,97.3
Madhya Pradesh,Sheopur,38352,9110,77.8,92.5,5.3,0.4,73.1,88.9,62.5,80.6,92.7,99.3,181.71,207.17,233.82,143.16,2059.12,1843.8,2319.99,1932.71,1543.21,1118.71,1639.89,1002.15,3984.53,3293.97,4361.28,3173.47,76.6,60.3,73.9,62.3,79.3,57.9,37.1,36.9,38.3,40.4,35.9,32.5,41.5,77.8,86.1,96.5,96.9,98.6,96.9,99.0
Madhya Pradesh,Shivpuri,34718,7353,88.3,93.6,2.8,2.5,81.9,86.8,61.8,81.0,96.7,96.9,293.77,235.29,148.33,260.95,1282.69,3006.54,1183.75,2899.39,2056.05,2535.95,2652.65,2899.39,3715.01,6013.07,4086.57,6291.68,64.6,99.3,58.7,100.0,70.7,98.6,36.9,25.9,38.3,24.8,35.8,27.1,80.1,96.6,92.3,98.9,94.5,97.7,95.9,96.9
Madhya Pradesh,Sidhi,30953,5398,79.6,91.2,10.1,0.8,77.5,87.2,59.1,68.0,89.0,99.2,890.55,701.75,773.27,1152.62,798.74,1263.16,642.63,1987.28,10608.38,7719.3,12882.12,7909.38,12477.96,9754.39,14528.28,11128.78,98.6,99.8,98.3,100.0,98.8,99.6,9.8,34.3,10.5,41.4,9.1,27.2,60.2,89.2,85.2,89.1,97.7,100.0,96.3,99.4
Madhya Pradesh,Tikamgarh,42382,9475,84.3,85.5,5.9,4.6,54.9,78.6,27.9,48.6,92.9,95.4,1325.4,1664.61,1116.61,1413.91,252.53,164.41,237.58,159.64,6347.49,4130.7,6885.76,4492.59,8062.82,6267.98,8476.17,6362.6,97.4,99.7,97.5,100.0,97.4,99.3,23.4,7.6,23.5,4.3,23.2,11.2,42.1,65.1,52.2,53.2,93.6,99.8,97.9,95.5
Madhya Pradesh,Ujjain,21794,15597,90.7,91.4,1.8,3.6,93.6,91.1,82.5,79.1,97.8,96.4,613.91,184.48,402.84,136.82,2115.28,1303.65,2087.39,1258.72,4652.41,3197.64,5506.71,4172.94,7634.19,4919.44,8305.9,5896.84,74.8,99.5,76.9,99.5,72.8,99.5,28.1,20.4,27.8,19.1,28.4,21.7,70.5,92.3,93.2,95.9,97.0,99.7,94.1,97.2
Madhya Pradesh,Umaria,46981,13139,81.0,90.0,11.7,6.2,77.3,89.3,41.1,39.0,86.3,93.8,437.58,134.53,538.54,129.93,1845.79,1375.19,1901.42,1218.13,12418.44,2391.63,13034.61,2777.33,15976.89,4454.41,16993.44,4563.91,98.7,90.3,98.7,90.3,98.7,90.4,20.5,22.2,20.7,22.7,20.3,21.7,39.4,67.5,57.7,49.0,93.2,99.3,87.3,98.6
Madhya Pradesh,Vidisha,24232,13204,86.9,95.3,3.4,2.5,86.1,91.6,48.7,49.3,95.9,97.3,839.27,129.78,679.83,194.33,1187.19,1932.23,1261.84,2364.37,15767.16,3749.1,16894.86,4097.17,18063.6,5839.94,18981.57,6704.45,98.7,99.1,98.6,99.0,98.8,99.3,29.2,17.7,32.7,20.0,25.5,15.6,49.9,99.9,40.3,74.6,89.6,92.3,75.0,92.9
Madhya Pradesh,West Nimar,88010,16817,89.3,90.1,0.8,0.7,86.7,86.9,67.2,72.8,98.5,99.2,197.5,93.25,229.36,74.6,2031.83,1025.76,2766.96,870.32,3612.2,1270.54,3692.18,1777.94,6626.73,2785.87,7423.12,3369.39,98.9,98.6,98.9,98.7,98.9,98.5,34.2,26.6,34.1,24.6,34.3,28.5,71.8,91.6,91.8,98.7,99.2,99.7,93.7,99.1
Odisha,Anugul,61797,12375,88.55,88.32,0.91,0.97,90.23,87.83,80.57,82.24,98.53,98.54,936.75,418.14,854.19,612.64,268.5,192.99,267.75,315.07,5474.83,2862.66,6728.75,4305.97,11046.71,9054.36,13592.34,12637.84,95.16,95.33,96.26,95.03,94.25,95.57,53.43,23.59,56.84,21.5,50.55,25.22,93.55,98.52,67.07,84.83,99.78,99.62,36.36,33.04
Odisha,Balangir,43245,4710,88.13,91.72,0.9,0.0,91.56,93.49,79.86,74.56,98.8,100.0,761.63,346.17,642.84,497.74,474.35,302.9,526.7,316.74,7021.63,6231.07,7584.78,8552.04,10234.35,8654.26,11359.77,11312.22,95.03,98.44,95.38,98.0,94.71,98.8,51.1,30.25,53.3,31.63,49.07,29.15,87.61,97.6,62.31,94.25,99.89,99.76,45.16,53.29
Odisha,Baleshwar,57924,7299,91.63,93.89,0.24,0.87,92.62,93.89,85.61,83.84,98.34,99.13,787.92,487.39,877.11,287.77,203.7,86.01,204.37,143.88,9806.23,7081.42,11051.87,8143.88,15770.83,9862.39,17727.33,12086.33,96.5,98.3,96.84,98.84,96.22,97.86,32.39,25.03,32.57,24.71,32.23,25.3,97.69,99.21,85.27,95.09,99.96,100.0,22.98,32.49
Odisha,Bargarh,76666,6840,78.64,85.28,0.46,0.0,90.12,92.89,82.47,88.32,98.86,100.0,1043.68,411.64,1162.87,865.0,1223.47,558.66,1570.64,710.53,5373.04,4204.65,6963.55,4973.74,9490.05,7262.57,12031.45,9391.41,94.58,95.1,94.7,95.95,94.49,94.41,38.58,38.93,39.13,37.13,38.13,40.42,80.48,96.74,37.51,51.06,99.96,100.0,16.34,35.48
Odisha,Bhadrak,81931,8827,82.65,84.87,0.49,1.48,90.34,88.72,83.35,84.27,99.23,97.92,917.4,438.8,1110.3,569.26,5085.96,4180.14,5450.66,3557.87,5499.04,5127.02,6153.69,6902.28,16941.36,12170.9,19339.41,14824.48,93.76,96.18,93.82,96.96,93.71,95.52,38.87,42.33,40.64,52.84,37.46,33.33,99.17,99.32,86.69,83.67,99.98,100.0,50.79,46.87
Odisha,Cuttack,73087,21926,87.53,87.19,0.8,1.24,90.15,86.16,63.82,48.14,98.7,98.14,386.8,371.61,365.42,372.71,540.56,425.99,572.25,305.81,6426.98,4178.37,7655.93,4472.48,8446.62,5565.12,9683.24,5972.86,93.91,95.96,94.69,96.58,93.2,95.36,46.62,24.22,47.58,27.66,45.73,20.81,96.67,97.82,76.41,96.96,99.64,98.97,90.35,91.26
Odisha,Debagarh,26277,4404,79.75,85.12,1.49,2.48,90.74,78.51,82.32,69.42,97.6,95.87,1635.16,1593.25,1814.85,1237.51,206.3,93.72,143.57,95.19,10522.2,5904.4,13246.78,8995.72,13904.35,9465.79,16693.58,12375.06,100.0,100.0,100.0,100.0,100.0,100.0,61.19,55.84,62.03,58.42,60.5,53.85,90.4,99.61,47.59,65.7,99.98,100.0,42.98,53.61
Odisha,Dhenkanal,55111,4698,88.84,89.31,0.7,0.63,88.12,88.68,73.86,83.02,98.73,99.37,1406.39,1368.65,1643.44,1345.9,377.64,220.75,469.71,224.32,8585.59,8741.72,9494.52,10812.02,14587.36,12273.73,15890.2,17496.64,95.66,92.96,96.33,93.88,95.06,92.31,61.01,57.97,60.92,61.3,61.08,55.56,98.56,99.16,70.78,83.19,99.91,100.0,36.99,51.26
Odisha,Gajapati,34015,5304,83.29,93.94,2.98,2.02,87.91,83.84,47.5,59.6,95.35,97.98,678.54,114.85,737.93,189.75,567.78,344.56,517.35,303.61,4694.85,1186.83,6231.44,1593.93,7106.94,2258.81,8729.8,3263.76,97.12,98.62,96.41,98.31,97.72,98.84,75.54,70.63,78.26,70.69,73.32,70.59,99.21,99.19,56.74,72.7,94.24,95.28,57.26,67.28
Odisha,Ganjam,52656,8557,80.32,92.09,1.37,0.0,84.68,90.96,42.41,46.89,97.43,99.44,546.08,98.02,520.0,253.04,3688.5,2989.46,4421.82,3036.44,2187.72,808.63,2184.81,1138.66,7913.77,4288.16,9092.41,4757.09,96.13,98.07,96.54,98.86,95.82,97.34,47.73,29.49,49.58,25.43,46.26,33.33,92.23,96.36,62.23,75.38,97.84,99.47,67.01,79.7
Odisha,Jagatsinghapur,56298,6570,94.53,85.95,0.21,0.0,93.03,86.78,57.0,68.6,99.59,100.0,391.6,237.81,477.43,287.87,846.4,267.54,889.86,143.94,5831.61,3626.63,6419.82,4534.01,8373.22,4637.34,9390.79,5577.55,97.53,97.75,97.73,99.36,97.36,96.13,41.18,16.78,39.54,14.19,42.64,19.46,97.84,99.72,75.35,82.65,99.68,99.91,88.76,96.4
Odisha,Jharsuguda,113545,61477,91.04,92.52,0.34,0.48,93.83,91.14,85.17,82.86,99.07,99.38,1099.17,398.62,1259.31,481.37,2772.51,2200.4,5117.46,2973.79,3662.85,3460.04,4322.62,4389.37,10969.0,8849.42,14667.5,10073.1,85.93,93.41,86.56,94.74,85.45,92.11,35.84,15.83,37.18,15.63,34.78,16.03,91.28,96.94,51.27,69.56,99.92,99.94,45.89,55.3
Odisha,Kandhamal,32426,4692,88.25,90.59,0.33,1.18,92.87,90.59,40.83,41.18,99.28,98.82,475.79,300.43,503.69,545.21,818.31,643.78,888.72,1817.36,6843.52,4077.25,7535.31,5542.94,9229.25,6266.09,10144.58,8995.91,88.28,91.86,89.3,91.1,87.33,92.42,78.54,66.14,78.85,66.92,78.24,65.57,79.67,98.03,82.71,98.03,99.41,99.87,87.14,98.68
Odisha,Kendrapara,63138,4483,87.21,89.52,0.17,0.0,92.42,98.39,86.93,95.97,99.08,100.0,1190.8,815.35,1487.34,912.83,120.75,95.92,121.51,45.64,5648.28,5563.55,6402.99,6481.06,9531.35,9592.33,11618.48,11364.67,96.64,93.99,97.27,94.5,96.18,93.57,54.15,42.65,57.26,47.62,51.86,38.63,99.51,99.49,36.15,56.47,99.97,100.0,30.73,33.93
Odisha,Kendujhar,55989,14010,76.37,72.39,0.88,2.12,88.56,87.64,78.38,79.34,97.31,97.49,1235.5,1046.58,1358.8,1248.88,182.22,324.29,246.59,371.69,8474.37,5763.56,9592.52,7939.34,10543.05,8549.53,12085.99,10853.4,91.53,93.36,92.71,95.0,90.52,92.05,75.23,41.05,75.33,43.56,75.14,38.99,86.93,93.49,60.2,81.2,99.65,99.85,34.18,59.57
Odisha,Khordha,109054,83622,88.1,89.93,0.29,1.61,88.31,84.16,62.79,55.91,98.9,97.45,539.81,174.43,595.03,202.44,2300.05,902.39,2510.59,1060.91,7385.37,4160.76,8197.08,5068.81,10855.43,5744.59,11950.61,6936.93,98.13,96.43,98.23,96.48,98.03,96.38,52.71,39.76,55.35,40.83,50.27,38.79,99.98,98.44,77.27,85.66,99.98,99.94,81.59,83.54
Odisha,Koraput,29362,6197,65.48,79.07,1.12,1.86,80.25,89.77,55.61,30.7,96.9,95.81,474.65,130.0,405.61,261.95,156.31,0.0,179.49,32.74,3470.01,2177.45,3691.07,2554.03,4802.87,2567.44,5077.84,3339.88,89.28,93.92,90.05,94.94,88.57,93.14,63.19,57.65,67.18,60.0,59.4,55.79,72.49,87.31,64.91,52.07,98.45,90.41,63.54,60.15
Odisha,Malkangiri,54315,5418,66.69,71.55,2.03,0.86,80.87,89.66,29.01,39.66,95.96,98.28,359.6,227.1,405.34,332.35,931.14,8705.53,949.43,10745.94,10144.97,5563.97,12771.02,7422.45,12305.22,15102.2,14952.22,19202.36,94.07,90.75,94.04,91.98,94.09,89.81,68.48,49.88,70.49,52.59,66.85,47.75,68.45,98.48,21.31,38.4,97.72,99.09,66.99,83.08
Odisha,Mayurbhanj,44955,4370,81.57,93.69,0.34,0.0,90.3,90.09,79.27,87.39,97.76,99.1,1216.02,569.53,1220.08,762.27,92.71,47.46,72.56,0.0,6710.07,3369.72,7269.46,3382.56,11933.66,7214.05,13089.45,9290.14,96.86,97.41,97.95,98.68,95.9,96.41,61.14,71.6,60.83,60.0,61.42,80.85,86.95,97.7,44.18,74.62,99.88,99.87,26.73,40.56
Odisha,Puri,68576,12670,91.59,87.2,0.54,0.0,90.39,90.4,48.89,35.6,98.93,99.6,681.71,251.49,751.76,322.31,3711.41,2059.1,4405.17,2748.09,3451.16,1147.44,3631.3,1492.79,8870.86,4369.7,10053.21,5513.15,97.57,99.5,97.96,99.64,97.21,99.38,41.57,36.17,43.22,38.63,40.09,34.06,98.44,94.56,79.25,84.82,99.89,97.02,82.33,89.69
Odisha,Rayagada,28164,7300,83.81,92.25,0.66,1.55,83.73,76.74,35.82,28.68,98.39,97.67,253.22,109.68,278.19,167.36,37.74,82.26,39.07,0.0,4351.63,2851.66,5187.26,3068.34,4948.95,3235.54,5924.37,3570.43,93.69,96.34,94.67,96.61,92.91,96.09,74.61,60.76,78.01,67.54,71.87,54.47,76.84,94.85,15.53,34.85,98.38,99.0,48.26,69.38
Odisha,Sambalpur,28801,19145,81.97,87.08,0.61,0.98,89.46,83.29,79.75,76.26,99.05,98.74,1033.73,802.28,996.53,892.17,742.56,295.58,867.76,407.53,8151.05,7885.57,9575.67,10199.36,11032.97,10060.17,12542.27,12743.69,93.7,95.12,93.88,95.91,93.53,94.47,59.12,39.06,56.84,38.29,61.17,39.71,87.96,96.98,63.67,80.52,99.68,99.97,20.94,39.13
Odisha,Sonapur,56001,3948,83.26,78.22,0.54,0.0,91.07,80.2,70.1,62.38,98.46,100.0,363.8,641.34,359.66,604.73,738.12,394.67,787.4,329.85,3498.18,3206.71,3999.31,5717.43,5552.11,4736.06,6353.87,7256.73,91.93,92.11,92.28,92.71,91.6,91.67,58.81,51.9,59.39,51.69,58.28,52.07,81.23,97.33,87.89,87.9,99.85,100.0,95.69,98.93
Odisha,Sundargarh,47118,19788,84.2,92.4,0.94,0.69,91.95,94.3,80.1,89.98,98.12,98.96,731.38,478.95,791.66,658.18,287.86,748.35,309.08,960.29,5204.16,4031.13,5515.84,5988.35,6497.1,5707.44,6930.5,8221.84,100.0,100.0,100.0,100.0,100.0,100.0,63.19,21.06,63.15,19.58,63.23,22.18,68.56,94.95,42.43,72.23,99.62,99.95,36.11,67.4
Rajasthan,Ajmer,42984,19093,79.9,84.6,5.7,6.0,91.0,90.5,84.5,87.1,93.2,93.6,161.0,287.0,185.0,255.0,376.0,522.0,361.0,432.0,1830.0,2395.0,2323.0,2657.0,3949.0,4585.0,4771.0,5501.0,91.7,95.8,92.8,94.9,90.7,96.6,35.3,33.9,35.7,32.7,35.0,35.0,99.5,99.8,99.8,99.9,96.4,98.9,97.6,99.2
Rajasthan,Alwar,56038,7393,87.2,90.2,6.2,2.1,89.6,91.2,83.7,89.7,93.4,97.9,131.0,206.0,178.0,149.0,1687.0,951.0,1841.0,1015.0,2145.0,1208.0,2701.0,1941.0,4220.0,2646.0,5360.0,3494.0,94.4,98.2,93.6,97.1,95.1,99.1,40.4,43.1,38.5,39.0,42.1,46.6,95.0,99.1,96.6,94.1,99.2,99.7,99.3,99.9
Rajasthan,Baran,40166,6905,92.7,96.8,1.7,0.4,85.1,85.6,79.0,81.3,96.6,99.6,124.0,200.0,98.0,31.0,1186.0,2656.0,1108.0,2622.0,4450.0,4854.0,5068.0,4442.0,9830.0,9852.0,10291.0,9994.0,94.1,96.9,98.3,95.7,90.0,98.1,28.2,34.9,27.0,36.1,29.4,33.6,53.7,68.3,73.2,66.5,88.2,99.4,81.3,80.5
Rajasthan,Barmer,51838,4392,47.5,73.0,19.0,7.0,66.0,81.0,61.7,68.5,74.9,89.5,73.0,140.0,92.0,144.0,2295.0,2937.0,2672.0,2536.0,3225.0,2564.0,3754.0,2919.0,5723.0,5967.0,6767.0,6029.0,93.2,91.7,95.8,93.7,91.0,89.7,71.1,80.7,72.7,78.3,69.6,83.2,73.5,96.3,77.9,96.7,93.0,99.6,92.7,98.1
Rajasthan,Bharatpur,70940,11255,81.7,86.8,4.9,5.8,90.5,88.4,85.1,83.5,94.3,93.2,238.0,292.0,257.0,289.0,1416.0,1493.0,2142.0,1832.0,3588.0,2762.0,4789.0,3412.0,5867.0,5370.0,7833.0,6131.0,96.0,96.7,96.2,95.8,95.8,97.5,21.2,41.6,20.3,37.3,22.0,45.8,97.8,99.1,98.1,98.5,98.4,97.7,99.9,99.9
Rajasthan,Bhilwara,28855,5156,79.2,89.3,6.7,0.7,81.9,88.6,65.2,80.7,90.2,99.3,264.0,40.0,175.0,42.0,1729.0,2016.0,2136.0,3119.0,2410.0,1304.0,2861.0,2370.0,4851.0,3636.0,6078.0,5821.0,94.0,95.7,93.2,96.7,94.7,95.0,59.5,58.1,65.7,73.0,54.6,48.1,82.0,76.7,83.7,75.8,84.9,98.7,97.8,96.9
Rajasthan,Bikaner,32824,14219,66.0,83.0,12.1,6.0,81.9,89.4,76.5,83.0,86.3,93.6,141.0,187.0,138.0,135.0,483.0,1205.0,504.0,1309.0,2577.0,1914.0,2596.0,2046.0,3381.0,3896.0,3490.0,3971.0,98.8,99.6,98.6,99.7,99.0,99.6,53.2,40.0,53.4,41.0,53.0,38.8,95.9,98.8,95.0,97.0,99.5,99.9,99.7,99.7
Rajasthan,Bundi,42123,9780,92.2,93.6,2.6,0.3,78.6,89.1,61.4,75.1,94.6,99.0,200.0,104.0,193.0,109.0,432.0,1388.0,2316.0,1593.0,1863.0,2548.0,2017.0,3405.0,4585.0,5966.0,6615.0,7529.0,90.5,89.7,87.4,83.0,92.8,95.4,48.3,55.5,46.2,46.0,49.7,62.3,51.2,77.7,81.5,79.6,96.4,97.5,96.1,98.0
Rajasthan,Chittaurgarh,39014,7000,85.5,92.6,4.9,0.6,78.8,88.9,69.0,78.4,91.6,98.8,1446.0,8755.0,1405.0,6006.0,3040.0,611.0,2509.0,732.0,4073.0,1338.0,5915.0,1220.0,9389.0,12304.0,10760.0,10274.0,97.0,96.2,97.6,94.8,96.6,97.9,39.9,40.1,43.2,32.2,36.9,49.7,81.7,93.6,79.5,97.5,96.2,99.1,89.1,98.8
Rajasthan,Churu,41493,8538,78.2,85.2,7.5,6.6,88.7,89.6,80.6,84.2,91.5,92.9,253.0,163.0,240.0,216.0,1926.0,1658.0,1953.0,1461.0,2013.0,1378.0,1905.0,1149.0,4397.0,3339.0,4347.0,3089.0,99.0,99.3,99.3,99.3,98.7,99.2,41.9,30.7,41.6,34.5,42.1,26.6,98.3,97.3,99.3,99.0,99.7,100.0,99.6,99.9
Rajasthan,Dausa,52339,3908,85.9,90.9,3.4,4.0,89.4,86.9,82.9,84.8,96.1,96.0,535.0,733.0,622.0,493.0,2339.0,1467.0,2251.0,1808.0,5683.0,3912.0,6462.0,4548.0,8918.0,6601.0,9718.0,7671.0,95.2,97.1,94.6,97.0,95.8,97.1,25.4,24.7,24.4,22.1,26.5,27.2,99.0,99.7,87.0,90.5,99.4,99.7,97.1,99.7
Rajasthan,Dhaulpur,33491,8348,87.6,89.8,3.4,1.8,76.1,73.7,43.4,51.9,93.4,93.7,309.0,215.0,225.0,428.0,2106.0,1147.0,2318.0,1631.0,1928.0,2413.0,2241.0,2461.0,4448.0,4301.0,5037.0,5055.0,95.1,98.9,95.4,99.4,94.8,98.4,63.1,37.5,61.9,26.8,64.3,47.8,71.3,85.8,50.5,56.3,83.8,91.8,99.7,97.6
Rajasthan,Dungarpur,75246,4621,80.8,95.4,5.2,0.0,84.8,91.6,79.0,89.3,90.7,99.3,50.0,143.0,46.0,44.0,334.0,334.0,311.0,178.0,1559.0,5160.0,1925.0,5249.0,2901.0,6402.0,3292.0,5916.0,92.9,83.1,92.0,78.4,93.7,88.0,45.8,47.3,44.0,41.0,47.2,53.0,87.0,89.9,84.7,67.8,84.5,99.7,62.6,85.6
Rajasthan,Ganganagar,46449,17273,82.9,85.3,1.6,2.3,93.3,95.3,84.5,88.3,98.1,97.1,257.0,273.0,244.0,263.0,3127.0,2668.0,2859.0,2391.0,3220.0,1553.0,3140.0,1515.0,6753.0,4636.0,6404.0,4257.0,99.1,97.6,98.8,97.2,99.4,98.2,15.2,12.7,14.6,14.1,15.8,11.1,99.8,99.9,99.6,99.7,99.5,99.8,99.3,99.3
Rajasthan,Hanumangarh,49080,7543,83.9,86.3,2.3,2.9,93.9,94.2,92.4,90.6,97.6,97.1,357.0,1296.0,443.0,1501.0,2489.0,1944.0,2249.0,1299.0,2282.0,2741.0,2158.0,2829.0,5286.0,6230.0,4954.0,5803.0,99.5,96.0,99.3,96.0,99.7,96.0,22.1,29.1,22.9,30.4,21.1,27.5,100.0,100.0,99.0,99.9,99.4,99.8,97.3,97.7
Rajasthan,Jaipur,37375,29934,80.6,89.3,4.9,3.0,87.7,93.7,76.1,86.0,94.2,96.8,389.0,203.0,452.0,261.0,2772.0,2114.0,2775.0,2265.0,2480.0,2791.0,2801.0,3201.0,5832.0,5481.0,6273.0,6170.0,97.6,97.7,97.2,98.2,98.0,97.2,23.5,28.2,23.9,29.5,23.0,26.8,99.1,99.9,99.5,99.9,98.7,99.8,97.7,96.3
Rajasthan,Jaisalmer,33354,6280,58.5,80.4,10.8,0.7,76.9,87.0,72.7,80.4,86.0,99.3,54.0,60.0,25.0,103.0,92.0,121.0,129.0,34.0,6670.0,3987.0,7831.0,4267.0,7131.0,4500.0,8292.0,4611.0,98.8,98.9,98.5,99.3,99.2,98.5,90.5,84.3,89.2,86.9,91.9,81.4,94.4,98.4,99.8,100.0,99.9,100.0,100.0,100.0
Rajasthan,Jalor,68996,3998,60.8,70.3,8.1,5.4,69.3,84.5,65.3,71.6,78.9,86.4,262.0,206.0,233.0,53.0,1193.0,103.0,1503.0,107.0,3169.0,3244.0,3430.0,2880.0,5044.0,4119.0,5515.0,3680.0,99.1,99.3,99.1,100.0,99.2,98.6,42.8,45.9,42.9,45.0,42.7,47.1,60.0,86.6,71.7,90.6,87.5,99.5,98.2,99.2
